present_in,absent_from,gene,description,in_model,best_hit,pident,evalue,criterion
auris,duobushaemulonii,XP_085450471.1,SCF ubiquitin ligase complex subunit [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450508.1,uncharacterized protein B9J08_05417 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450570.1,uncharacterized protein B9J08_05481 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450625.1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450626.1,uncharacterized protein B9J08_05538 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450649.1,mitochondrial 37S ribosomal protein YMR31 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450659.1,Rbr1p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450685.1,uncharacterized protein B9J08_04859 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450686.1,uncharacterized protein B9J08_04860 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450687.1,uncharacterized protein B9J08_04861 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450701.1,anaphase promoting complex subunit 11 [Candidozyma auris B8441],False,XP_025338374.1,30.2,3.25e-05,no_hit_e10
auris,duobushaemulonii,XP_085450738.1,CHY zinc finger protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450752.1,uncharacterized protein B9J08_04928 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450771.1,uncharacterized protein B9J08_04947 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450772.1,uncharacterized protein B9J08_04948 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450773.1,uncharacterized protein B9J08_04949 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450803.1,uncharacterized protein B9J08_04983 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450815.1,uncharacterized protein B9J08_04995 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450822.1,uncharacterized protein B9J08_05003 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450826.1,uncharacterized protein B9J08_05008 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450828.1,uncharacterized protein B9J08_05011 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450841.1,uncharacterized protein B9J08_05024 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450847.1,Pga33p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450851.1,uncharacterized protein B9J08_05036 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450852.1,uncharacterized protein B9J08_05037 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450853.1,uncharacterized protein B9J08_05038 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450856.1,uncharacterized protein B9J08_05041 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450859.1,uncharacterized protein B9J08_05044 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450860.1,uncharacterized protein B9J08_05045 [Candidozyma auris B8441],False,XP_025334816.1,27.5,2.44e-08,no_hit_e10
auris,duobushaemulonii,XP_085450864.1,uncharacterized protein B9J08_05050 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450919.1,uncharacterized protein B9J08_05108 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450927.1,OST5 family protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450931.1,uncharacterized protein B9J08_05120 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450941.1,uncharacterized protein B9J08_05130 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085450952.1,uncharacterized protein B9J08_05141 [Candidozyma auris B8441],False,XP_025339350.1,28.9,5.27e-05,no_hit_e10
auris,duobushaemulonii,XP_085450983.1,uncharacterized protein B9J08_05172 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451020.1,uncharacterized protein B9J08_05209 [Candidozyma auris B8441],False,XP_025339498.1,56.3,4.55e-09,no_hit_e10
auris,duobushaemulonii,XP_085451037.1,uncharacterized protein B9J08_05226 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451038.1,uncharacterized protein B9J08_05227 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451041.1,uncharacterized protein B9J08_05231 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451068.1,"Cx9C domain-containing protein-containing protein 4, mitochondrial [Candidozyma auris B8441]",False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451069.1,uncharacterized protein B9J08_04443 [Candidozyma auris B8441],False,XP_025334411.1,52.3,5.73e-09,no_hit_e10
auris,duobushaemulonii,XP_085451071.1,mitochondrial 54S ribosomal protein mL54 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451151.1,protein kish [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451166.1,uncharacterized protein B9J08_04541 [Candidozyma auris B8441],False,XP_025334620.1,26.9,2.7e-06,no_hit_e10
auris,duobushaemulonii,XP_085451181.1,uncharacterized protein B9J08_04556 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451183.1,uncharacterized protein B9J08_04558 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451198.1,uncharacterized protein B9J08_04573 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451199.1,uncharacterized protein B9J08_04574 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451219.1,Cox19p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451278.1,uncharacterized protein B9J08_04654 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451279.1,putative phosphatidate cytidylyltransferase [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451281.1,Ataxin-10 homo-association domain-containing protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451290.1,protoheme IX farnesyltransferase [Candidozyma auris B8441],True,,,,no_hit_e3
auris,duobushaemulonii,XP_085451292.1,uncharacterized protein B9J08_04668 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451294.1,Smc5-Smc6 complex subunit [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451337.1,cell envelope integrity TolA family protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451347.1,uncharacterized protein B9J08_04725 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451359.1,uncharacterized protein B9J08_04737 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451361.1,uncharacterized protein B9J08_04739 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451445.1,uncharacterized protein B9J08_04823 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451525.1,uncharacterized protein B9J08_03828 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451543.1,uncharacterized protein B9J08_03846 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451551.1,uncharacterized protein B9J08_03854 [Candidozyma auris B8441],False,XP_025336778.1,77.1,6.72e-09,no_hit_e10
auris,duobushaemulonii,XP_085451563.1,uncharacterized protein B9J08_03867 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451616.1,uncharacterized protein B9J08_03924 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451631.1,uncharacterized protein B9J08_03939 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451638.1,uncharacterized protein B9J08_03946 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451647.1,uncharacterized protein B9J08_03955 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451690.1,uncharacterized protein B9J08_04001 [Candidozyma auris B8441],False,XP_025336955.1,38.3,4.7e-09,no_hit_e10
auris,duobushaemulonii,XP_085451724.1,60S ribosomal protein eL29 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451731.1,uncharacterized protein B9J08_04042 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451745.1,uncharacterized protein B9J08_04056 [Candidozyma auris B8441],False,XP_025337017.1,38.6,2.84e-05,no_hit_e10
auris,duobushaemulonii,XP_085451753.1,uncharacterized protein B9J08_04065 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451765.1,uncharacterized protein B9J08_04077 [Candidozyma auris B8441],False,XP_025335174.1,28.6,3.12e-05,no_hit_e10
auris,duobushaemulonii,XP_085451771.1,uncharacterized protein B9J08_04083 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451795.1,CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Candidozyma auris B8441],True,,,,no_hit_e3
auris,duobushaemulonii,XP_085451807.1,transcription initiation factor IIA subunit gamma [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451824.1,60S ribosomal protein eL37 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451858.1,methylated-DNA--protein-cysteine methyltransferase [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451860.1,uncharacterized protein B9J08_04176 [Candidozyma auris B8441],False,XP_025337117.1,31.5,3.73e-08,no_hit_e10
auris,duobushaemulonii,XP_085451892.1,mRNA splicing protein [Candidozyma auris B8441],False,XP_025338032.1,33.8,1.24e-07,no_hit_e10
auris,duobushaemulonii,XP_085451914.1,uncharacterized protein B9J08_04233 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085451988.1,"cytochrome c oxidase assembly factor 3, mitochondrial [Candidozyma auris B8441]",False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452011.1,RNA-binding protein [Candidozyma auris B8441],False,XP_025338032.1,28.2,0.000275,no_hit_e10
auris,duobushaemulonii,XP_085452046.1,Sm-like protein [Candidozyma auris B8441],False,XP_025335076.1,34.8,2.11e-08,no_hit_e10
auris,duobushaemulonii,XP_085452054.1,uncharacterized protein B9J08_04376 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452078.1,uncharacterized protein B9J08_04401 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452091.1,uncharacterized protein B9J08_04416 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452092.1,uncharacterized protein B9J08_04417 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452099.1,uncharacterized protein B9J08_04424 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452100.1,uncharacterized protein B9J08_04425 [Candidozyma auris B8441],False,XP_025334499.1,37.5,3.41e-05,no_hit_e10
auris,duobushaemulonii,XP_085452102.1,uncharacterized protein B9J08_04427 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452104.1,uncharacterized protein B9J08_03022 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452116.1,uncharacterized protein B9J08_03035 [Candidozyma auris B8441],False,XP_025336011.1,35.0,3.85e-05,no_hit_e10
auris,duobushaemulonii,XP_085452140.1,uncharacterized protein B9J08_03061 [Candidozyma auris B8441],False,XP_025336797.1,26.0,7.18e-10,no_hit_e10
auris,duobushaemulonii,XP_085452167.1,Med22p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452182.1,uncharacterized protein B9J08_03104 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452220.1,uncharacterized protein B9J08_03144 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452281.1,uncharacterized protein B9J08_03205 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452323.1,LYR motif-containing protein 2 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452376.1,uncharacterized protein B9J08_03301 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452399.1,uncharacterized protein B9J08_03324 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452545.1,uncharacterized protein B9J08_03473 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452589.1,uncharacterized protein B9J08_03518 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452608.1,uncharacterized protein B9J08_03537 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452633.1,uncharacterized protein B9J08_03563 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452676.1,H(+)-transporting V0 sector ATPase subunit e [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452677.1,uncharacterized protein B9J08_03611 [Candidozyma auris B8441],False,XP_025337017.1,35.2,0.000801,no_hit_e10
auris,duobushaemulonii,XP_085452686.1,uncharacterized protein B9J08_03620 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452698.1,uncharacterized protein B9J08_03632 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452726.1,mannose-ethanolamine phosphotransferase [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452751.1,uncharacterized protein B9J08_03686 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452752.1,uncharacterized protein B9J08_03687 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452773.1,uncharacterized protein B9J08_03708 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452781.1,uncharacterized protein B9J08_03716 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452783.1,uncharacterized protein B9J08_03718 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452794.1,uncharacterized protein B9J08_03729 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452795.1,uncharacterized protein B9J08_03730 [Candidozyma auris B8441],False,XP_025339375.1,26.7,2.74e-08,no_hit_e10
auris,duobushaemulonii,XP_085452796.1,uncharacterized protein B9J08_03731 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452797.1,uncharacterized protein B9J08_03732 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452829.1,uncharacterized protein B9J08_03767 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452834.1,uncharacterized protein B9J08_03772 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452835.1,MFS transporter [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452836.1,Zn(II)2Cys6 transcription factor [Candidozyma auris B8441],False,XP_025338733.1,50.0,1.33e-05,no_hit_e10
auris,duobushaemulonii,XP_085452879.1,mitochondrial 54S ribosomal protein bL33m [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452951.1,uncharacterized protein B9J08_02069 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085452992.1,Hsk3p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453030.1,S-adenosylmethionine-dependent methyltransferase [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453051.1,DNA-directed RNA polymerase core subunit [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453055.1,uncharacterized protein B9J08_02180 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453061.1,uncharacterized protein B9J08_02186 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453092.1,low-affinity Cu transporter [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453110.1,F-box protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453128.1,uncharacterized protein B9J08_02254 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453148.1,adenosine deaminase family protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453277.1,Dad4p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453311.1,Cup2p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453314.1,uncharacterized protein B9J08_02451 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453320.1,Spo11p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453321.1,resistance to Congo red protein [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453326.1,uncharacterized protein B9J08_02463 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453340.1,Dpm2p [Candidozyma auris B8441],True,,,,no_hit_e3
auris,duobushaemulonii,XP_085453361.1,uncharacterized protein B9J08_02498 [Candidozyma auris B8441],False,XP_025335246.1,27.2,1.75e-06,no_hit_e10
auris,duobushaemulonii,XP_085453378.1,uncharacterized protein B9J08_02515 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453383.1,uncharacterized protein B9J08_02520 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453390.1,U4/U6-U5 snRNP complex subunit [Candidozyma auris B8441],False,XP_025338032.1,36.0,1.28e-10,no_hit_e10
auris,duobushaemulonii,XP_085453462.1,uncharacterized protein B9J08_02602 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453470.1,uncharacterized protein B9J08_02610 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453477.1,uncharacterized protein B9J08_02618 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453493.1,uncharacterized protein B9J08_02634 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453525.1,Sen15p [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453596.1,uncharacterized protein B9J08_02741 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453630.1,uncharacterized protein B9J08_02775 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453646.1,uncharacterized protein B9J08_02793 [Candidozyma auris B8441],False,XP_025334890.1,26.4,4.67e-06,no_hit_e10
auris,duobushaemulonii,XP_085453669.1,uncharacterized protein B9J08_02817 [Candidozyma auris B8441],False,,,,no_hit_e3
auris,duobushaemulonii,XP_085453701.1,uncharacterized protein B9J08_02849 [Candidozyma auris B8441],False,,,,no_hit_e3
